,VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,Link,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
157,Verified,Emergency Services Crisis Intervention Program -- Woodbridge Office,Hotlines Crisis,,,(703) 792-4900,"1 County Complex Ct., Prince William, VA 22192",https://www.pwcva.gov/department/community-services/crisis-intervention,"The Mission of the Emergency Services Crisis Intervention Program is to respond on a 24-hour basis to the members of our community while providing comprehensive and respectful intervention to those experiencing a crisis related to mental health, substance abuse and/or intellectual disabilities. We work collaboratively with citizens, their families and community agencies in a way that supports self-determination to the greatest extent possible, while also maintaining the safety of the individual and the community.","Crisis Intervention Services are available 24 hours a day, 7 days a week: both scheduled and walk-in services are available at the Manassas and Woodbridge offices from 8 a.m. until 8 p.m. Monday through Thursday; and Friday from 8 a.m. until 5 p.m. Emergency Services staff are available after these hours, on weekends and holidays and can be accessed by calling our main number: (703) 792-7800 (TTY:711) in Manassas or (703) 792-4900 (TTY:711) in Woodbridge.",,38.6797908,-77.35213379999999
158,,Emmanuel Baptist Church,Faith Based Services,rbarton@ebcnva.org,,703-368-9206.,"8006 Centreville Rd, Manassas, VA 20111",http://www.ebcnva.com/,,,,38.7820182,-77.4508506
159,Verified,Empowerhouse (Fredericksburg),Hotlines Crisis,office@empowerhouseva.org,,540-373-9372/540-373-9373,"150 Olde Greenwich Drive, Suite 101, Fredericksburg, VA 22408",https://www.empowerhouseva.org,"Empowerhouse is a non-profit organization providing confidential domestic violence assistance in the city of Fredericksburg and the counties of Stafford, Spotsylvania, King George, and Caroline. These services include a free and confidential 24-hour hotline, a temporary emergency shelter, information, referrals, and advocacy.

Empowerhouse is an accredited Virginia domestic violence program funded by state and federal grants, localities in planning district 16 (to include Fredericksburg, Stafford, Spotsylvania, King George and Caroline), Rappahannock United Way, donations, and fundraising events.","Empowerhouse Public Outreach Office, Mon-Fri, 9am-5pm
Phone 540-373-9372
Located at 150 Olde Greenwich Drive, Suite 101, Fredericksburg, VA 22408.
Postal address P.O. Box 1007, Fredericksburg, VA 22402
Email office@empowerhouseva.org

An advocate is available Monday-Friday, 9am-5pm, in the King George Sheriff’s Office located at 10445 Government Center Boulevard, King George, Va 22485. Call Empowerhouse at 540-373-9373 and we will put you in touch with the King George advocate.


Free Confidential Assistance and Information 24-hours a Day
Hotline 540-373-9373, toll free 1-877-734-7238
",,38.271137,-77.4812666
160,Verified,English as a Second Language and Immigrant Ministries (ESLIM),Language,office@eslim.org,,(703) 841-0292,"9750 Wellington Rd. Manassas, VA 20110",https://eslim.org/students/classes-schedules/,Adult,"Monday & Wednesday
7:00 pm - 9:00 pm

In-person classes	Monday, March 10, 2025 -
Wednesday, May 21, 2025","$40 for materials includes textbook	Online registration:
umcgrace.org/ESL",38.7380603,-77.4764307
161,,Epiphany Lutheran Church,Faith Based Services,epiphlutheran@hotmail.com,,(703)590-4949,"13495 Keytone Rd, Woodbridge, VA 22193",http://www.epiphanychristianchurch.org/,,,,38.66023089999999,-77.3558425
162,Verified,Equality Prince William,LGBTQ,info@equalityprincewilliam.org; dave.epw.pride@gmail.com,,,"P.O. Box 6983, Woodbridge, VA 22195-6983",equalityprincewilliam.org,Equality Prince William is committed to recognizing the diversity of the Greater Prince William community. We don’t seek special privileges – only equality for all.,,,38.658172,-77.24970499999999
163,Verified,Ethiopian Community Development Council,Immigrant Support Services,info@ecdcus.org,,(703) 685-0510,"901 South Highland St, Floor 4, Arlington, VA 22204",https://www.ecdcus.org/,"We help newcomers to realize their potential and make positive contributions to American society.
As a national refugee resettlement agency, we take responsibility for assigning refugees to local communities across the U.S. and placing them in the hands of trusted organizations that help them meet their immediate and longer-term needs.",,,38.8630688,-77.0889761
164,,Evergreen Community Church,Faith Based Services,,,(703) 361-6773,"9501 Dean Park Ln, Manassas, VA 20110",http://evergreen.org/,,,,38.7428896,-77.4915055
165,,Faith Family Ministries International,Faith Based Services,,,(703) 494-0555,Faith Family Ministries International,,,,,38.6621676,-77.2547922
166,,Family Insight,Mental Health Substance Use,,,(571) 208-0592,"7960 Donegan Drive, Suite 200, Manassas, VA",https://familyinsight.net/,"Behavioral therapy, in-home and outpatient services,
and substance use disorder services",,,38.7892798,-77.5184323
167,,Family Loan Program,Family,,,703-490-3646,,,"The Family Loan Partnership provides interest free-loans to families in Northern Virginia
making the transition from Temporary Assistance for Needy Families (TANF) to independence. Qualified applicants receive up to $3,000 and will be expected to pay the
loan back within 24 months. The two main criteria for applicant eligibility is:
1) TANF or TANF transitional (must have received a TANF check within the past
12 months).
2) Must be employed for at least 90 days. ",,,40.7035916,-104.7808024
168,,Family Psychatric Associates,Mental Health Substance Use,,,(730) 897-8970,"4343 A Ridgewood Center Dr, Woodbridge VA",https://familypsychiatricassociates.com/,"Telehealth option, no Medicaid.",,,38.67312709999999,-77.33958109999999
169,,Community Services -- Ferlazzon Building,,emailcsb@pwcgov.org,,(703) 792-5241 (TTY 711); Same Day Access: (703) 792-7373,"15941 Donald Curtis Drive, Suite 200, Woodbridge, VA 22191",,,,,38.6082438,-77.2954709
170,,First AME Church of Manassas,Faith Based Services,famechurchoffice@comcast.net,,703.361.8791,"10313 S Grant Ave, Manassas, VA 20110",http://famechurch.com/,,,,38.7304261,-77.4600536
171,,First Assembly of God,Faith Based Services,,,(703) 221-3911,"4212 Inn St, Triangle, VA 22172",www.firstassemblytriangle.org,,,,38.5471881,-77.3377034
172,,First Baptist Church of Manassas,Faith Based Services,FBCADMIN@FBCMANASSAS.ORG,,703-368-2935,"9258 Center St, Manassas, VA 20110",https://www.fbcmanassas.org/,,Lunch on Thursday 11:30am-1:00pm; Dinner on Thursday 5:00pm-7:00pm,,38.750912,-77.47633669999999
173,,First Baptist Church of Woodbridge,Faith Based Services,,,(703) 730-9009,"13600 Minnieville Rd, Woodbridge, VA 22193",www.visitfbcw.org,,,,38.6545495,-77.3138798
174,,First Bible Baptist Church,Faith Based Services,michelle.turner@fbbcva.org,,703-330-3222,"206 Manassas Dr, Manassas Park, VA 20111",http://fbbcva.org/,,,,38.780044,-77.4618696
175,Verified,"First Home Alliance, Inc. Headquarters",Housing Utilities Finances,Help@FirstHomeAlliance.org,,877-250-9025,"3138 Golansky Blvd, Suite 202, Woodbridge, VA 22192",http://firsthomealliance.org,"First Home Alliance of Northern Virginia is a HUD-approved 501(c)3 not-for-profit, housing counseling agency that promotes financial literacy and economic self-sufficiency. Our mission is to increase home ownership among low-to-moderate income communities and to sustain ownership for present homeowners through loss-mitigation counseling and foreclosure intervention.",,,38.6518429,-77.30609249999999
176,Verified,First Mount Zion Baptist Church,Family,fmzbc@firstmountzionbc.org,,703-670-0184,"16622 Dumfries Road, Dumfries, Virginia 22025-1920",https://firstmountzionbc.org/,,,,38.5907564,-77.3358086
177,,First Mount Zion Baptist Church,Faith Based Services,fmzbc@firstmountzionbc.org,,703-670-0184,"16622 Dumfries Rd, Dumfries, VA 22025",http://firstmountzionbc.org/,,,,38.5907564,-77.3358086
178,,First United Presbyterian Church of Dale City,Faith Based Services,office@fupcdc.org,,703.670.7834,"14391 Minnieville Rd, Woodbridge, VA 22193",https://fupcdc.org/,,,,38.6361064,-77.350956
179,Verified,Food Pantry by Woodbridge Workers,Food,,,703-969-0197,"10934 Coverstone Drive, Manassas, VA 20109
",,"Woodbridge Workers' food pantry serves everyone and anyone who is food insecure by providing food assistance.

This program provides:

- Food to meet basic nutritional needs

The food pantry serves food at a fixed location in Manassas. Please call for times as they may vary. Emergency food is also available depending on supplies. Though this service is typically available on Tuesdays and Thursdays, times and dates may vary. Please call for more information.",3rd Wednesday of the month. Please call for times.,,38.794452,-77.5221068
180,Verified,Forest Park Mobile Home Community,Community and Recreation Centers,customer.care@forestparkmhp.com,,(703) 791-3054,"7800 Tayloe Drive Lot 125, Manassas, VA 20112",https://www.dwoskin.com/forest-park-mobile-home-community.aspx,"Forest Park mobile home community combines the affordability of mobile home living with the convenience of a Manassas location in close proximity to shops, restaurants, and entertainment. It’s just a short walk to Woodbine Station Shopping Center for quick shopping and dining. Recreational activities like camping, fishing, canoeing, batting cages, and horseshoe pits are also close by at the Forest Greens Golf Club at Forest Shade Park and Prince William Forest Park. Our residents also can easily enjoy world-class entertainment at Jiffy Lube Live; a major concert venue just minutes away.

Our quiet, comfortable community is nestled in a lush, wooded setting within a residential neighborhood, allowing you to retreat from the chaos of life at the end of the day. We’re also just 10 miles from Quantico Marine Corps Base, one of the area’s largest employers.",,,38.6640296,-77.43505669999999
181,,Forest Vista HOA,HOA,,,(703) 730-1078,,,,,,40.7035916,-104.7808024
182,Verified,Formed Families Forward,Family,Info@FormedFamiliesForward.org,,(703) 539-2904,"10304 Eaton Place Suite 100, Fairfax, VA 22030",https://formedfamiliesforward.org/services/consultation-and-support/,"Consultation and support
Formed Families Forward provides consultation and support to families and agency personnel to help them meet the special education needs of their children and youth. Short-term phone and direct consultations are available at no cost to adoptive, foster and kinship families and to child welfare and education professionals in northern Virginia.

Formed Families Forward offers special education resources designed specifically for foster, adoptive and kinship families. We  assist with navigating resources and make linkages to other agencies and organizations, and offer peer support groups for parents and caregivers and for youth and young adults age 14-22. Learn more about our Stronger Together youth and Formed Families Together parent/caregiver peer support groups HERE.

Formed Families Forward also offers education resources including fact sheets and topical resource webpages designed specifically for foster, adoptive and kinship families.",,,38.8621957,-77.3032399
183,Verified,Formed Families Forward,Parenting,Info@FormedFamiliesForward.org,,(703) 539-2904,"10304 Eaton Place Suite 100, Fairfax, VA 22030",https://formedfamiliesforward.org/services/parenting-classes/,"Formed Families Forward staff are able to offer classes to support positive parenting. The classes typically are delivered over a series of sessions, and may be offered in person or virtually. Our parenting classes may have an associated fee to help cover staff training and licensing or credentialing for specific curricula.

For 2025, our next offering is a 8-session course starting summer of Raising Kids with Big Baffling Behavior. The course is offered weekly on Tuesdays, virtually from 7 – 9 PM, starting June 17. The course is delivered by FFF’s Melissa Lebling, who is a certified Raising Kids with Big Baffling Behavior course facilitator. All 12 modules will be included in the 8 sessions. The registration fee for the course, inclusive of materials and access to the live sessions is $250.",,,38.8621957,-77.3032399
